"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"Jul 16","5,38","5,08","5,85","4,86","625,49M","5,91%"
"Jun 16","5,08","4,47","5,08","4,34","631,90M","13,14%"
"Mai 16","4,49","4,81","5,11","4,44","581,30M","-6,85%"
"Abr 16","4,82","4,23","5,10","4,17","697,82M","11,83%"
"Mar 16","4,31","3,28","4,60","3,24","1,50B","32,21%"
"Fev 16","3,26","2,85","3,28","2,80","473,95M","13,19%"
"Jan 16","2,88","3,01","3,07","2,73","706,86M","-5,57%"
"Dez 15","3,05","3,13","3,37","3,03","638,25M","-2,24%"
"Nov 15","3,12","3,22","3,46","3,12","749,62M","1,30%"
"Out 15","3,08","3,02","3,32","2,99","617,42M","2,67%"
"Set 15","3,00","2,83","3,23","2,73","770,93M","2,74%"
"Ago 15","2,92","2,76","3,10","2,57","895,22M","4,66%"
"Jul 15","2,79","3,11","3,24","2,66","609,19M","-10,86%"
"Jun 15","3,13","2,96","3,19","2,96","744,75M","4,33%"
"Mai 15","3,00","3,33","3,42","3,00","595,68M","-8,54%"
"Abr 15","3,28","2,97","3,43","2,96","975,91M","12,33%"
"Mar 15","2,92","2,61","3,05","2,45","1,15B","11,03%"
"Fev 15","2,63","2,41","2,68","2,32","596,11M","10,50%"
"Jan 15","2,38","2,57","2,63","2,35","702,36M","-7,75%"
"Dez 14","2,58","2,73","2,74","2,25","872,46M","-6,52%"
"Nov 14","2,76","2,80","2,88","2,42","944,85M","-2,47%"
"Out 14","2,83","2,86","3,46","2,46","1,79B","-2,41%"
"Set 14","2,90","3,54","3,75","2,83","1,26B","-17,14%"
"Ago 14","3,50","3,11","3,51","3,06","813,29M","12,54%"
"Jul 14","3,11","3,01","3,42","2,85","548,37M","4,36%"
"Jun 14","2,98","2,83","3,14","2,77","505,26M","6,43%"
"Mai 14","2,80","2,92","3,08","2,80","686,03M","-2,78%"
"Abr 14","2,88","2,85","3,03","2,73","719,90M","1,41%"
"Mar 14","2,84","2,57","2,86","2,45","708,43M","11,37%"
"Fev 14","2,55","2,40","2,59","2,30","669,63M","5,37%"
"Jan 14","2,42","2,83","2,83","2,34","883,33M","-13,57%"
"Dez 13","2,80","2,94","2,97","2,64","745,46M","-6,04%"
"Nov 13","2,98","3,18","3,19","2,86","585,76M","-5,70%"
"Out 13","3,16","3,15","3,30","3,07","468,03M","1,94%"
"Set 13","3,10","2,96","3,34","2,92","664,62M","5,80%"
"Ago 13","2,93","3,08","3,10","2,76","924,30M","-3,62%"
"Jul 13","3,04","3,05","3,22","2,90","647,11M","-0,33%"
"Jun 13","3,05","3,46","3,51","2,79","1,12B","-12,10%"
"Mai 13","3,47","3,38","3,60","3,38","793,78M","1,76%"
"Abr 13","3,41","3,29","3,42","3,11","737,91M","3,65%"
"Mar 13","3,29","3,20","3,41","3,10","522,18M","1,54%"
"Fev 13","3,24","3,37","3,46","3,09","592,68M","-3,86%"
"Jan 13","3,37","3,43","3,46","3,17","746,54M","-0,30%"
"Dez 12","3,38","3,10","3,49","3,02","587,84M","9,03%"
"Nov 12","3,10","3,13","3,33","2,95","573,64M","-0,32%"
"Out 12","3,11","2,89","3,28","2,87","696,46M","6,14%"
"Set 12","2,93","2,60","3,17","2,59","865,62M","14,01%"
"Ago 12","2,57","2,74","2,93","2,57","734,64M","-5,51%"
"Jul 12","2,72","2,44","2,89","2,42","683,60M","11,93%"
"Jun 12","2,43","2,22","2,64","2,21","841,06M","7,52%"
"Mai 12","2,26","2,51","2,59","2,09","894,29M","-9,96%"
"Abr 12","2,51","2,62","2,76","2,48","594,10M","-4,56%"
"Mar 12","2,63","2,70","2,93","2,60","747,46M","-1,13%"
"Fev 12","2,66","2,57","2,92","2,54","813,77M","4,72%"
"Jan 12","2,54","2,26","2,58","2,23","726,37M","11,89%"
"Dez 11","2,27","2,45","2,50","2,22","757,56M","-0,87%"
"Nov 11","2,29","2,25","2,48","2,14","737,22M","-2,55%"
"Out 11","2,35","1,99","2,40","1,91","752,50M","16,92%"
"Set 11","2,01","2,27","2,34","1,97","1,04B","-6,07%"
"Ago 11","2,14","2,09","2,18","1,69","1,45B","4,39%"
"Jul 11","2,05","2,33","2,47","1,96","728,04M","-12,02%"
"Jun 11","2,33","2,52","2,61","2,31","748,10M","-7,91%"
"Mai 11","2,53","2,62","2,74","2,46","707,98M","-2,69%"
"Abr 11","2,60","2,63","2,75","2,47","705,68M","-0,38%"
"Mar 11","2,61","2,50","2,63","2,38","799,21M","4,82%"
"Fev 11","2,49","2,57","2,66","2,39","1,01B","-2,73%"
"Jan 11","2,56","2,91","2,97","2,53","876,81M","-11,11%"
"Dez 10","2,88","2,91","2,98","2,74","541,06M","0,70%"
"Nov 10","2,86","3,11","3,20","2,80","692,59M","-7,74%"
"Out 10","3,10","3,08","3,41","2,92","979,84M","0,98%"
"Set 10","3,07","2,79","3,26","2,79","857,89M","10,43%"
"Ago 10","2,78","2,81","2,91","2,66","808,53M","-0,36%"
"Jul 10","2,79","2,55","2,81","2,36","677,72M","11,60%"
"Jun 10","2,50","2,49","2,75","2,48","645,20M","-4,21%"
"Mai 10","2,61","2,46","2,64","2,10","1,46B","7,41%"
"Abr 10","2,43","2,57","2,68","2,36","688,74M","-4,71%"
"Mar 10","2,55","2,51","2,57","2,36","931,20M","2,00%"
"Fev 10","2,50","2,70","2,76","2,33","724,87M","-6,72%"
"Jan 10","2,68","2,59","2,94","2,54","712,80M","3,88%"
"Dez 09","2,58","2,52","2,61","2,46","584,86M","3,61%"
"Nov 09","2,49","2,34","2,67","2,33","799,07M","4,18%"
"Out 09","2,39","2,76","2,95","2,31","1,23B","-12,45%"
"Set 09","2,73","2,45","2,84","2,28","818,06M","12,35%"
"Ago 09","2,43","2,55","2,69","2,42","865,65M","-3,19%"
"Jul 09","2,51","2,48","2,55","2,17","801,21M","2,45%"
"Jun 09","2,45","2,41","2,66","2,19","1,14B","3,38%"
"Mai 09","2,37","1,93","2,37","1,89","1,18B","29,51%"
"Abr 09","1,83","1,43","1,98","1,42","1,15B","26,21%"
"Mar 09","1,45","1,20","1,61","1,17","962,10M","17,89%"
"Fev 09","1,23","1,37","1,63","1,18","1,05B","-10,87%"
"Jan 09","1,38","1,27","1,47","1,17","1,02B","12,20%"
"Dez 08","1,23","0,99","1,34","0,87","1,29B","17,14%"
"Nov 08","1,05","1,23","1,41","0,79","1,13B","-11,02%"
"Out 08","1,18","1,74","1,89","0,80","1,83B","-31,79%"
"Set 08","1,73","2,51","2,63","1,38","1,58B","-31,62%"
